stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,platform_code,on_demand
stop_188_7219,834-1t,"Pędzichów","01",50.069678,19.937536,1,,0,,,,,0
stop_188_7229,834-2t,"Pędzichów","02",50.069646,19.937499,1,,0,,,,,0
stop_189_7319,839-1t,"Politechnika","01",50.071341,19.945059,1,,0,,,,,0
stop_189_7329,839-2t,"Politechnika","02",50.070807,19.945062,1,,0,,,,,0
stop_189_7339,839-3t,"Politechnika","03",50.071143,19.945072,1,,0,,,,,0
stop_189_7349,839-4t,"Politechnika","04",50.071056,19.945016,1,,0,,,,,0
stop_191_7719,827-1t,"Teatr Bagatela","01",50.0631,19.932648,1,,0,,,,,0
stop_191_7729,827-2t,"Teatr Bagatela","02",50.063806,19.933366,1,,0,,,,,0
stop_191_7739,827-3t,"Teatr Bagatela","03",50.063755,19.932586,1,,0,,,,,0
stop_192_7819,828-1t,"Batorego","01",50.066586,19.929432,1,,0,,,,,0
stop_192_7829,828-2t,"Batorego","02",50.067023,19.928837,1,,0,,,,,0
stop_193_7919,829-1t,"Plac Inwalidów","01",50.068728,19.926981,1,,0,,,,,0
stop_193_7929,829-2t,"Plac Inwalidów","02",50.069585,19.925897,1,,0,,,,,0
stop_194_8319,354-1t,"Urzędnicza","01",50.071879,19.919754,1,,0,,,,,0
stop_194_8329,354-2t,"Urzędnicza","02",50.071957,19.91925,1,,0,,,,,0
stop_195_8419,355-1t,"Biprostal","01",50.072862,19.916075,1,,0,,,,,0
stop_195_8429,355-2t,"Biprostal","02",50.07309,19.915045,1,,0,,,,,0
stop_196_8719,347-1t,"Cichy Kącik","01",50.062955,19.903385,1,,0,,,,,0
stop_197_8819,356-1t,"Uniwersytet Pedagogiczny","01",50.074123,19.910791,1,,0,,,,,0
stop_197_8829,356-2t,"Uniwersytet Pedagogiczny","02",50.07426,19.909991,1,,0,,,,,0
stop_198_8919,357-1t,"Bronowice","01",50.077246,19.901982,1,,0,,,,,0
stop_198_8929,357-2t,"Bronowice","02",50.077751,19.900684,1,,0,,,,,0
stop_198_8939,357-3t,"Bronowice","03",50.077834,19.900593,1,,0,,,,,0
stop_199_11219,101-1t,"Stella-Sawickiego","01",50.074273,20.004747,1,,0,,,,,0
stop_199_11229,101-2t,"Stella-Sawickiego","02",50.074302,20.00459,1,,0,,,,,0
stop_200_11319,100-1t,"AWF","01",50.073967,19.99881,1,,0,,,,,0
stop_200_11329,100-2t,"AWF","02",50.074015,19.998685,1,,0,,,,,0
stop_202_12419,854-1t,"Cmentarz Rakowicki","01",50.074262,19.957387,1,,0,,,,,0
stop_202_12429,854-2t,"Cmentarz Rakowicki","02",50.072948,19.956041,1,,0,,,,,0
stop_203_12519,802-1t,"Rondo Mogilskie","01",50.065782,19.959639,1,,0,,,,,0
stop_203_12529,802-2t,"Rondo Mogilskie","02",50.065759,19.959864,1,,0,,,,,0
stop_203_12539,802-3t,"Rondo Mogilskie","03",50.064865,19.959303,1,,0,,,,,0
stop_203_12549,802-4t,"Rondo Mogilskie","04",50.064973,19.959357,1,,0,,,,,0
stop_203_12559,802-5t,"Rondo Mogilskie","05",50.066002,19.958722,1,,0,,,,,0
stop_204_12619,851-1t,"Lubicz","01",50.065186,19.952104,1,,0,,,,,0
stop_204_12629,851-2t,"Lubicz","02",50.065046,19.951094,1,,0,,,,,0
stop_204_12639,851-3t,"Lubicz","03",50.065436,19.951621,1,,0,,,,,0
stop_205_12719,852-1t,"Uniwersytet Ekonomiczny","01",50.067608,19.952235,1,,0,,,,,0
stop_205_12729,852-2t,"Uniwersytet Ekonomiczny","02",50.068328,19.952638,1,,0,,,,,0
stop_207_12919,803-1t,"Cystersów","01",50.066523,19.970519,1,,0,,,,,0
stop_207_12929,803-2t,"Cystersów","02",50.06654,19.969149,1,,0,,,,,0
stop_208_13019,804-1t,"Białucha","01",50.067841,19.977991,1,,0,,,,,0
stop_208_13029,804-2t,"Białucha","02",50.067597,19.977192,1,,0,,,,,0
stop_210_13319,358-1t,"Wesele","01",50.078856,19.897857,1,,0,,,,,0
stop_210_13329,358-2t,"Wesele","02",50.079235,19.896704,1,,0,,,,,0
stop_212_13519,360-1t,"Bronowice Małe","01",50.08179,19.88192,1,,0,,,,,0
stop_213_31119,301-1t,"Salwator","01",50.052708,19.913739,1,,0,,,,,0
stop_213_31129,301-2t,"Salwator","02",50.052724,19.915028,1,,0,,,,,0
stop_213_31139,301-3t,"Salwator","03",50.05263,19.917407,1,,0,,,,,0
stop_214_31319,300-1t,"Komorowskiego","01",50.053451,19.921873,1,,0,,,,,0
stop_214_31329,300-2t,"Komorowskiego","02",50.053384,19.921893,1,,0,,,,,0
stop_216_31919,823-1t,"Jubilat","01",50.055498,19.928109,1,,0,,,,,0
stop_216_31929,823-2t,"Jubilat","02",50.054999,19.927052,1,,0,,,,,0
stop_217_32019,346-1t,"Reymana","01",50.061364,19.911163,1,,0,,,,,0
stop_217_32029,346-2t,"Reymana","02",50.061356,19.910722,1,,0,,,,,0
stop_219_32219,822-1t,"Filharmonia","01",50.05903,19.93387,1,,0,,,,,0
stop_219_32229,822-2t,"Filharmonia","02",50.058666,19.933001,1,,0,,,,,0
stop_219_32239,822-3t,"Filharmonia","03",50.05917,19.9331,1,,0,,,,,0
stop_221_32519,818-1t,"Wawel","01",50.05449,19.93963,1,,0,,,,,0
stop_221_32529,818-2t,"Wawel","02",50.054344,19.939404,1,,0,,,,,0
stop_222_35719,806-1t,"Poczta Główna","01",50.059797,19.942404,1,,0,,,,,0
stop_222_35729,806-2t,"Poczta Główna","02",50.059205,19.942571,1,,0,,,,,0
stop_222_35739,806-3t,"Poczta Główna","03",50.059339,19.941821,1,,0,,,,,0
stop_223_35819,807-1t,"Starowiślna","01",50.05731,19.94455,1,,0,,,,,0
stop_223_35829,807-2t,"Starowiślna","02",50.05689,19.945029,1,,0,,,,,0
stop_223_35839,807-3t,"Starowiślna","03",50.057227,19.946086,1,,0,,,,,0
stop_223_35849,807-4t,"Starowiślna","04",50.057262,19.946032,1,,0,,,,,0
stop_224_35919,819-1t,"Stradom","01",50.05148,19.941337,1,,0,,,,,0
stop_224_35929,819-2t,"Stradom","02",50.052086,19.941166,1,,0,,,,,0
stop_224_35939,819-3t,"Stradom","03",50.052258,19.942061,1,,0,,,,,0
stop_224_35949,819-4t,"Stradom","04",50.050842,19.942415,1,,0,,,,,0
stop_225_36019,820-1t,"Plac Wolnica","01",50.048028,19.943426,1,,0,,,,,0
stop_225_36029,820-2t,"Plac Wolnica","02",50.048114,19.943448,1,,0,,,,,0
stop_226_36119,872-1t,"Orzeszkowej","01",50.050631,19.938671,1,,0,,,,,0
stop_226_36129,872-2t,"Orzeszkowej","02",50.050546,19.938251,1,,0,,,,,0
stop_227_36219,815-1t,"Miodowa","01",50.053886,19.948108,1,,0,,,,,0
stop_227_36229,815-2t,"Miodowa","02",50.05321,19.9489,1,,0,,,,,0
stop_228_36319,808-1t,"Hala Targowa","01",50.058639,19.948875,1,,0,,,,,0
stop_228_36329,808-2t,"Hala Targowa","02",50.058678,19.948657,1,,0,,,,,0
stop_230_36519,809-1t,"Rondo Grzegórzeckie","01",50.057888,19.960296,1,,0,,,,,0
stop_230_36529,809-2t,"Rondo Grzegórzeckie","02",50.057558,19.957748,1,,0,,,,,0
stop_230_36539,809-3t,"Rondo Grzegórzeckie","03",50.058426,19.959244,1,,0,,,,,0
stop_230_36549,809-4t,"Rondo Grzegórzeckie","04",50.056894,19.958941,1,,0,,,,,0
stop_231_36719,811-1t,"Francesco Nullo","",50.060001,19.966793,1,,0,,,,,0
stop_231_36729,812-2t,"Francesco Nullo","",50.060173,19.967382,1,,0,,,,,0
stop_232_36819,812-1t,"Fabryczna","01",50.060437,19.970172,1,,0,,,,,0
stop_232_36829,812-2t,"Fabryczna","02",50.060251,19.971272,1,,0,,,,,0
stop_233_36919,813-1t,"Ofiar Dąbia","01",50.05959,19.976363,1,,0,,,,,0
stop_233_36929,813-2t,"Ofiar Dąbia","02",50.059629,19.976271,1,,0,,,,,0
stop_234_37019,814-1t,"Dąbie","01",50.060724,19.979185,1,,0,,,,,0
stop_234_37029,814-2t,"Dąbie","02",50.060709,19.979012,1,,0,,,,,0
stop_234_37039,814-03,"Dąbie","03",50.061634,19.979715,1,,0,,,,,0
stop_236_37519,139-1t,"Mistrzejowice","01",50.095011,19.996302,1,,0,,,,,0
stop_237_37719,141-1t,"Os. Złotego Wieku","01",50.093749,20.004333,1,,0,,,,,0
stop_237_37729,141-2t,"Os. Złotego Wieku","02",50.093667,20.004478,1,,0,,,,,0
stop_238_37819,148-1t,"Os. Piastów","01",50.101977,20.012058,1,,0,,,,,0
stop_239_37919,147-1t,"Piasta Kołodzieja","01",50.097862,20.013018,1,,0,,,,,0
stop_239_37929,147-2t,"Piasta Kołodzieja","02",50.098526,20.013051,1,,0,,,,,0
stop_240_38219,144-1t,"Kleeberga","01",50.095792,20.012713,1,,0,,,,,0
stop_240_38229,144-2t,"Kleeberga","02",50.095759,20.012638,1,,0,,,,,0
stop_241_38319,143-1t,"Rondo Piastowskie","01",50.094372,20.011221,1,,0,,,,,0
stop_241_38329,143-2t,"Rondo Piastowskie","02",50.094355,20.011302,1,,0,,,,,0
stop_242_38819,161-1t,"Dunikowskiego","01",50.092201,20.016038,1,,0,,,,,0
stop_242_38829,161-2t,"Dunikowskiego","02",50.092518,20.015491,1,,0,,,,,0
stop_243_39219,135-1t,"DH Wanda","01",50.084477,20.020671,1,,0,,,,,0
stop_243_39229,135-2t,"DH Wanda","02",50.084432,20.020689,1,,0,,,,,0
stop_245_40719,102-1t,"Czyżyny","01",50.07399,20.011459,1,,0,,,,,0
stop_245_40729,102-2t,"Czyżyny","02",50.074038,20.011272,1,,0,,,,,0
stop_246_40819,103-1t,"Rondo Czyżyńskie","01",50.0733,20.01888,1,,0,,,,,0
stop_246_40829,103-2t,"Rondo Czyżyńskie","02",50.07358,20.01606,1,,0,,,,,0
stop_246_40839,103-3t,"Rondo Czyżyńskie","03",50.074193,20.018028,1,,0,,,,,0
stop_246_40849,103-4t,"Rondo Czyżyńskie","04",50.072758,20.017068,1,,0,,,,,0
stop_248_41319,104-1t,"Os. Kolorowe","01",50.072198,20.0298,1,,0,,,,,0
stop_248_41329,104-2t,"Os. Kolorowe","02",50.072371,20.028517,1,,0,,,,,0
stop_250_41819,136-1t,"Os. Zgody","01",50.076921,20.030839,1,,0,,,,,0
stop_250_41829,136-2t,"Os. Zgody","02",50.076456,20.031524,1,,0,,,,,0
stop_252_42019,119-1t,"Teatr Ludowy","01",50.082264,20.032708,1,,0,,,,,0
stop_252_42029,119-2t,"Teatr Ludowy","02",50.081863,20.032035,1,,0,,,,,0
stop_253_42319,106-1t,"Struga","01",50.074547,20.046307,1,,0,,,,,0
stop_253_42329,106-2t,"Struga","02",50.074892,20.047467,1,,0,,,,,0
stop_254_42419,188-1t,"Os. Na Skarpie","01",50.069813,20.045465,1,,0,,,,,0
stop_254_42429,188-2t,"Os. Na Skarpie","02",50.069704,20.046218,1,,0,,,,,0
stop_255_42919,189-1t,"Klasztorna","01",50.068607,20.052165,1,,0,,,,,0
stop_255_42929,189-2t,"Klasztorna","02",50.068478,20.053009,1,,0,,,,,0
stop_257_43519,123-1t,"Darwina","01",50.0896,20.059101,1,,0,,,,,0
stop_257_43529,123-2t,"Darwina","02",50.089452,20.058994,1,,0,,,,,0
stop_258_44219,125-1t,"Wzgórza Krzesławickie","01",50.094595,20.064858,1,,0,,,,,0
stop_259_44919,211-1t,"Bardosa","01",50.067743,20.064949,1,,0,,,,,0
stop_259_44929,211-2t,"Bardosa","02",50.067772,20.064912,1,,0,,,,,0
